第 1 列,"相机分辨率
Camera Resolution
（MP）","相机数量
Camera Count","照片数量
Image Count","是否存图
Save Image","版本
Version","性能 
performance
 (MP/s)","Extreme
Performance
(MP/s)"
Standard,12,4,24,FALSE,5.18,63.020,68.160
